Date,Open,High,Low,Close,Adj Close,Volume
09-01-1981,0.142299,0.142857,0.142299,0.142299,0.111067,21504000
12-01-1981,0.142299,0.142299,0.141183,0.141183,0.110196,23699200
13-01-1981,0.136719,0.136719,0.136161,0.136161,0.106277,23049600
14-01-1981,0.136719,0.137277,0.136719,0.136719,0.106712,14291200
15-01-1981,0.139509,0.140625,0.139509,0.139509,0.10889,14067200
16-01-1981,0.138951,0.138951,0.138393,0.138393,0.108019,13395200
19-01-1981,0.146763,0.147321,0.146763,0.146763,0.114552,41574400
20-01-1981,0.142857,0.142857,0.142299,0.142299,0.111067,30083200
21-01-1981,0.145089,0.146205,0.145089,0.145089,0.113245,15904000
22-01-1981,0.146763,0.147879,0.146763,0.146763,0.114552,35548800
23-01-1981,0.146763,0.147321,0.146205,0.146205,0.114116,11222400
26-01-1981,0.144531,0.144531,0.143973,0.143973,0.112374,24640000
27-01-1981,0.143973,0.143973,0.142857,0.142857,0.111503,23699200
28-01-1981,0.138951,0.138951,0.138393,0.138393,0.108019,28156800
29-01-1981,0.133929,0.133929,0.133371,0.133371,0.104099,43904000
30-01-1981,0.127232,0.127232,0.126116,0.126116,0.098436,46188800
02-02-1981,0.11942,0.11942,0.118862,0.118862,0.092774,23766400
03-02-1981,0.123326,0.123884,0.123326,0.123326,0.096259,19152000
04-02-1981,0.12779,0.128348,0.12779,0.12779,0.099743,27865600
05-02-1981,0.12779,0.128906,0.12779,0.12779,0.099743,7929600
06-02-1981,0.128348,0.128906,0.128348,0.128348,0.100178,13865600
09-02-1981,0.122768,0.122768,0.121652,0.121652,0.094952,16755200
10-02-1981,0.121652,0.12221,0.121652,0.121652,0.094952,18345600
11-02-1981,0.118304,0.118304,0.117746,0.117746,0.091903,13843200
12-02-1981,0.117188,0.117188,0.116629,0.116629,0.091031,14560000
13-02-1981,0.114955,0.114955,0.113839,0.113839,0.088854,11155200
17-02-1981,0.116629,0.117188,0.116629,0.116629,0.091031,12275200
18-02-1981,0.121652,0.122768,0.121652,0.121652,0.094952,19241600
19-02-1981,0.114955,0.114955,0.114397,0.114397,0.089289,22310400
20-02-1981,0.108817,0.108817,0.108259,0.108259,0.084499,24371200
23-02-1981,0.109933,0.110491,0.109933,0.109933,0.085805,14112000
24-02-1981,0.107143,0.107143,0.106027,0.106027,0.082756,16979200
25-02-1981,0.112723,0.113281,0.112723,0.112723,0.087983,19488000
26-02-1981,0.114397,0.114955,0.114397,0.114397,0.089289,10841600
27-02-1981,0.118304,0.11942,0.118304,0.118304,0.092339,14761600
02-03-1981,0.118862,0.11942,0.118862,0.118862,0.092774,11760000
03-03-1981,0.117746,0.117746,0.117188,0.117188,0.091468,16172800
04-03-1981,0.116629,0.116629,0.116071,0.116071,0.090596,13708800
05-03-1981,0.116071,0.116071,0.115513,0.115513,0.09016,5376000
06-03-1981,0.115513,0.115513,0.114397,0.114397,0.089289,11603200
09-03-1981,0.106027,0.106027,0.105469,0.105469,0.082321,15321600
10-03-1981,0.101004,0.101004,0.100446,0.100446,0.0784,28380800
11-03-1981,0.097656,0.097656,0.09654,0.09654,0.075352,29859200
12-03-1981,0.100446,0.101004,0.100446,0.100446,0.0784,59248000
13-03-1981,0.099888,0.099888,0.09933,0.09933,0.077529,231302400
16-03-1981,0.103237,0.104353,0.103237,0.103237,0.080579,37228800
17-03-1981,0.108259,0.109375,0.108259,0.108259,0.084499,43747200
18-03-1981,0.114955,0.116071,0.114955,0.114955,0.089725,36937600
19-03-1981,0.114397,0.114397,0.113839,0.113839,0.088854,37811200
20-03-1981,0.114955,0.116071,0.114955,0.114955,0.089725,14604800
23-03-1981,0.11942,0.120536,0.11942,0.11942,0.09321,22019200
24-03-1981,0.11942,0.11942,0.118862,0.118862,0.092774,28156800
25-03-1981,0.117746,0.117746,0.116629,0.116629,0.091031,7056000
26-03-1981,0.114955,0.114955,0.114397,0.114397,0.089289,12275200
27-03-1981,0.111049,0.111049,0.110491,0.110491,0.086241,12252800
30-03-1981,0.110491,0.111607,0.110491,0.110491,0.086241,9900800
31-03-1981,0.110491,0.110491,0.109375,0.109375,0.08537,15993600
01-04-1981,0.108817,0.108817,0.108259,0.108259,0.084499,34070400
02-04-1981,0.117746,0.118304,0.117746,0.117746,0.091903,31404800
03-04-1981,0.118304,0.118862,0.118304,0.118304,0.092339,16486400
06-04-1981,0.116629,0.116629,0.116071,0.116071,0.090596,22803200
07-04-1981,0.115513,0.115513,0.114955,0.114955,0.089725,10684800
08-04-1981,0.120536,0.121652,0.120536,0.120536,0.094081,21952000
09-04-1981,0.122768,0.123326,0.122768,0.122768,0.095823,12499200
10-04-1981,0.124442,0.125,0.124442,0.124442,0.09713,33465600
13-04-1981,0.124442,0.125,0.124442,0.124442,0.09713,16060800
14-04-1981,0.124442,0.125,0.124442,0.124442,0.09713,6652800
15-04-1981,0.118862,0.118862,0.118304,0.118304,0.092339,34048000
16-04-1981,0.112165,0.112165,0.111607,0.111607,0.087112,23878400
20-04-1981,0.114955,0.115513,0.114955,0.114955,0.089725,35347200
21-04-1981,0.122768,0.123326,0.122768,0.122768,0.095823,28537600
22-04-1981,0.127232,0.12779,0.127232,0.127232,0.099307,18995200
23-04-1981,0.13058,0.131138,0.13058,0.13058,0.101921,58016000
24-04-1981,0.13058,0.13058,0.129464,0.129464,0.10105,35056000
27-04-1981,0.128906,0.128906,0.128348,0.128348,0.100178,38528000
28-04-1981,0.126674,0.126674,0.126116,0.126116,0.098436,32188800
29-04-1981,0.125,0.125,0.124442,0.124442,0.09713,13641600
30-04-1981,0.126674,0.12779,0.126674,0.126674,0.098872,12611200
01-05-1981,0.126674,0.12779,0.126674,0.126674,0.098872,16553600
04-05-1981,0.126674,0.126674,0.126116,0.126116,0.098436,14448000
05-05-1981,0.126116,0.126116,0.125558,0.125558,0.098001,17539200
06-05-1981,0.122768,0.122768,0.12221,0.12221,0.095388,18950400
07-05-1981,0.123884,0.124442,0.123884,0.123884,0.096694,9363200
08-05-1981,0.125,0.125558,0.125,0.125,0.097565,7907200
11-05-1981,0.122768,0.122768,0.12221,0.12221,0.095388,11939200
12-05-1981,0.12221,0.123884,0.12221,0.12221,0.095388,4256000
13-05-1981,0.12221,0.123326,0.121652,0.121652,0.094952,4905600
14-05-1981,0.121094,0.121094,0.119978,0.119978,0.093645,4928000
15-05-1981,0.122768,0.124442,0.122768,0.122768,0.095823,4905600
18-05-1981,0.125,0.126116,0.125,0.125,0.097565,4166400
19-05-1981,0.123326,0.123326,0.122768,0.122768,0.095823,25424000
20-05-1981,0.126674,0.12779,0.126674,0.126674,0.098872,13283200
21-05-1981,0.133929,0.134487,0.133929,0.133929,0.104535,32211200
22-05-1981,0.140067,0.141183,0.140067,0.140067,0.109325,31427200
26-05-1981,0.140067,0.140067,0.139509,0.139509,0.10889,85344000
27-05-1981,0.147321,0.147879,0.147321,0.147321,0.114987,149497600
28-05-1981,0.147321,0.147879,0.147321,0.147321,0.114987,73987200
29-05-1981,0.147879,0.148438,0.147879,0.147879,0.115423,59382400
01-06-1981,0.147879,0.148438,0.147879,0.147879,0.115423,51251200
02-06-1981,0.141183,0.141183,0.140625,0.140625,0.109761,40432000
03-06-1981,0.140625,0.141741,0.140625,0.140625,0.109761,39446400
04-06-1981,0.143415,0.143973,0.143415,0.143415,0.111939,56067200
05-06-1981,0.141741,0.141741,0.141183,0.141183,0.110196,57680000
08-06-1981,0.136719,0.136719,0.136161,0.136161,0.106277,93497600
09-06-1981,0.138951,0.139509,0.138951,0.138951,0.108454,119593600
10-06-1981,0.140625,0.142299,0.140625,0.140625,0.109761,25222400
11-06-1981,0.146763,0.147321,0.146763,0.146763,0.114552,38976000
12-06-1981,0.145647,0.145647,0.145089,0.145089,0.113245,25804800
15-06-1981,0.145089,0.145089,0.144531,0.144531,0.11281,143763200
16-06-1981,0.142299,0.142299,0.141741,0.141741,0.110632,37251200
17-06-1981,0.140067,0.140067,0.139509,0.139509,0.10889,27574400
18-06-1981,0.139509,0.140067,0.138951,0.138951,0.108454,23049600
19-06-1981,0.135603,0.135603,0.135045,0.135045,0.105406,27507200
22-06-1981,0.13058,0.13058,0.130022,0.130022,0.101485,10841600
23-06-1981,0.132254,0.133371,0.132254,0.132254,0.103227,15030400
24-06-1981,0.130022,0.130022,0.128906,0.128906,0.100614,23027200
25-06-1981,0.131696,0.132254,0.131696,0.131696,0.102792,24259200
26-06-1981,0.131138,0.131138,0.130022,0.130022,0.101485,23788800
29-06-1981,0.126674,0.126674,0.125558,0.125558,0.098001,10595200
30-06-1981,0.116629,0.116629,0.116071,0.116071,0.090596,35907200
01-07-1981,0.115513,0.115513,0.114955,0.114955,0.089725,170464000
02-07-1981,0.114955,0.115513,0.114955,0.114955,0.089725,30284800
06-07-1981,0.112165,0.112165,0.111049,0.111049,0.086676,16531200
07-07-1981,0.112165,0.113281,0.112165,0.112165,0.087547,15836800
08-07-1981,0.116629,0.117188,0.116629,0.116629,0.091031,16620800
09-07-1981,0.108259,0.108259,0.107701,0.107701,0.084063,32883200
10-07-1981,0.099888,0.099888,0.09933,0.09933,0.077529,55171200
13-07-1981,0.101563,0.102121,0.101563,0.101563,0.079272,45740800
14-07-1981,0.106027,0.107143,0.106027,0.106027,0.082756,19779200
15-07-1981,0.108817,0.109375,0.108817,0.108817,0.084934,10953600
16-07-1981,0.111607,0.112723,0.111607,0.111607,0.087112,15232000
17-07-1981,0.115513,0.116071,0.115513,0.115513,0.09016,19824000
20-07-1981,0.108259,0.108259,0.107701,0.107701,0.084063,23654400
21-07-1981,0.107701,0.107701,0.107143,0.107143,0.083627,31942400
22-07-1981,0.102121,0.102121,0.101004,0.101004,0.078836,22668800
23-07-1981,0.103795,0.104353,0.103795,0.103795,0.081014,34451200
24-07-1981,0.107143,0.107701,0.107143,0.107143,0.083627,28851200
27-07-1981,0.111607,0.112165,0.111607,0.111607,0.087112,17337600
28-07-1981,0.108259,0.108259,0.107701,0.107701,0.084063,22848000
29-07-1981,0.106585,0.106585,0.106027,0.106027,0.082756,15500800
30-07-1981,0.109933,0.111049,0.109933,0.109933,0.085805,9900800
31-07-1981,0.111607,0.112165,0.111607,0.111607,0.087112,10953600
03-08-1981,0.111607,0.111607,0.110491,0.110491,0.086241,12432000
04-08-1981,0.112165,0.112723,0.112165,0.112165,0.087547,31673600
05-08-1981,0.115513,0.116071,0.115513,0.115513,0.09016,17494400
06-08-1981,0.113281,0.113281,0.112723,0.112723,0.087983,10528000
07-08-1981,0.112723,0.113281,0.112723,0.112723,0.087983,9206400
10-08-1981,0.112723,0.112723,0.112723,0.112723,0.087983,0
11-08-1981,0.110491,0.110491,0.109375,0.109375,0.08537,71456000
12-08-1981,0.107701,0.107701,0.107143,0.107143,0.083627,26275200
13-08-1981,0.104353,0.104353,0.103795,0.103795,0.081014,27484800
14-08-1981,0.103237,0.103237,0.102121,0.102121,0.079708,24192000
17-08-1981,0.099888,0.099888,0.098772,0.098772,0.077094,18905600
18-08-1981,0.097656,0.097656,0.09654,0.09654,0.075352,17001600
19-08-1981,0.09654,0.09654,0.095424,0.095424,0.074481,20675200
20-08-1981,0.09654,0.097098,0.09654,0.09654,0.075352,17113600
21-08-1981,0.09096,0.09096,0.089844,0.089844,0.070125,41910400
24-08-1981,0.084821,0.084821,0.084263,0.084263,0.065769,23072000
25-08-1981,0.086496,0.087054,0.086496,0.086496,0.067512,40700800
26-08-1981,0.085379,0.085379,0.084821,0.084821,0.066205,33600000
27-08-1981,0.085379,0.085938,0.085379,0.085379,0.06664,25916800
28-08-1981,0.089844,0.090402,0.089844,0.089844,0.070125,38035200
31-08-1981,0.089844,0.090402,0.089844,0.089844,0.070125,40947200
01-09-1981,0.095424,0.095982,0.095424,0.095424,0.074481,37027200
02-09-1981,0.097098,0.097656,0.097098,0.097098,0.075787,19376000
03-09-1981,0.093192,0.093192,0.092076,0.092076,0.071867,37475200
04-09-1981,0.091518,0.091518,0.09096,0.09096,0.070996,15254400
08-09-1981,0.088728,0.088728,0.08817,0.08817,0.068819,25446400
09-09-1981,0.08817,0.088728,0.08817,0.08817,0.068819,30531200
10-09-1981,0.088728,0.089286,0.088728,0.088728,0.069254,34809600
11-09-1981,0.08817,0.08817,0.087612,0.087612,0.068383,17539200
14-09-1981,0.085379,0.085379,0.084821,0.084821,0.066205,27686400
15-09-1981,0.083147,0.083147,0.082589,0.082589,0.064463,19510400
16-09-1981,0.081473,0.081473,0.080915,0.080915,0.063156,19353600
17-09-1981,0.079241,0.079241,0.078683,0.078683,0.061414,19376000
18-09-1981,0.079241,0.079799,0.079241,0.079241,0.061849,26320000
21-09-1981,0.079799,0.080357,0.079799,0.079799,0.062285,49033600
22-09-1981,0.075893,0.075893,0.075335,0.075335,0.058801,47420800
23-09-1981,0.074777,0.074777,0.073661,0.073661,0.057494,28201600
24-09-1981,0.073661,0.073661,0.073103,0.073103,0.057059,18300800
25-09-1981,0.064732,0.064732,0.063616,0.063616,0.049654,34608000
28-09-1981,0.064174,0.064732,0.064174,0.064174,0.050089,91728000
29-09-1981,0.067522,0.06808,0.067522,0.067522,0.052702,94684800
30-09-1981,0.06808,0.068638,0.06808,0.06808,0.053138,49996800
01-10-1981,0.06808,0.068638,0.06808,0.06808,0.053138,61129600
02-10-1981,0.073661,0.074219,0.073661,0.073661,0.057494,45046400
05-10-1981,0.075893,0.077009,0.075893,0.075893,0.059236,43097600
06-10-1981,0.075893,0.075893,0.075335,0.075335,0.058801,28358400
07-10-1981,0.079799,0.080915,0.079799,0.079799,0.062285,38841600
08-10-1981,0.082589,0.083147,0.082589,0.082589,0.064463,31091200
09-10-1981,0.083147,0.084263,0.083147,0.083147,0.064898,54521600
12-10-1981,0.085938,0.086496,0.085938,0.085938,0.067077,27350400
13-10-1981,0.085938,0.087054,0.085938,0.085938,0.067077,44195200
14-10-1981,0.081473,0.081473,0.080915,0.080915,0.063156,30979200
15-10-1981,0.082589,0.083147,0.082589,0.082589,0.064463,29433600
16-10-1981,0.082031,0.082031,0.081473,0.081473,0.063591,36467200
19-10-1981,0.083147,0.083705,0.083147,0.083147,0.064898,20585600
20-10-1981,0.087612,0.08817,0.087612,0.087612,0.068383,35728000
21-10-1981,0.087612,0.08817,0.087612,0.087612,0.068383,76899200
22-10-1981,0.087612,0.087612,0.087054,0.087054,0.067948,32278400
23-10-1981,0.085379,0.085379,0.084821,0.084821,0.066205,27910400
26-10-1981,0.084821,0.085379,0.084821,0.084821,0.066205,27283200
27-10-1981,0.086496,0.087612,0.086496,0.086496,0.067512,85590400
28-10-1981,0.089286,0.089844,0.089286,0.089286,0.06969,44172800
29-10-1981,0.088728,0.088728,0.08817,0.08817,0.068819,30486400
30-10-1981,0.089286,0.089844,0.089286,0.089286,0.06969,52729600
02-11-1981,0.089286,0.089844,0.089286,0.089286,0.06969,36915200
03-11-1981,0.088728,0.088728,0.08817,0.08817,0.068819,28380800
04-11-1981,0.086496,0.086496,0.085938,0.085938,0.067077,23811200
05-11-1981,0.080357,0.080357,0.079799,0.079799,0.062285,23363200
06-11-1981,0.080357,0.080915,0.080357,0.080357,0.06272,24595200
09-11-1981,0.081473,0.082031,0.081473,0.081473,0.063591,20384000
10-11-1981,0.082031,0.082589,0.082031,0.082031,0.064027,16755200
11-11-1981,0.084263,0.084821,0.084263,0.084263,0.065769,27440000
12-11-1981,0.087054,0.087612,0.087054,0.087054,0.067948,39916800
13-11-1981,0.081473,0.081473,0.080915,0.080915,0.063156,21011200
16-11-1981,0.080357,0.080357,0.079799,0.079799,0.062285,22556800
17-11-1981,0.081473,0.082031,0.081473,0.081473,0.063591,35414400
18-11-1981,0.084263,0.084821,0.084263,0.084263,0.065769,29142400
19-11-1981,0.084263,0.084821,0.084263,0.084263,0.065769,40006400
20-11-1981,0.084821,0.085379,0.084821,0.084821,0.066205,38102400
23-11-1981,0.082031,0.082031,0.080915,0.080915,0.063156,22960000
24-11-1981,0.080915,0.080915,0.080357,0.080357,0.06272,22153600
25-11-1981,0.082031,0.082589,0.082031,0.082031,0.064027,52550400
27-11-1981,0.084263,0.084821,0.084263,0.084263,0.065769,37251200
30-11-1981,0.083705,0.083705,0.083147,0.083147,0.064898,23968000
01-12-1981,0.083147,0.083705,0.083147,0.083147,0.064898,23385600
02-12-1981,0.083705,0.084263,0.083705,0.083705,0.065334,37564800
03-12-1981,0.083147,0.083147,0.082589,0.082589,0.064463,20428800
04-12-1981,0.084821,0.085379,0.084821,0.084821,0.066205,137155200
07-12-1981,0.085379,0.085938,0.085379,0.085379,0.06664,59292800
08-12-1981,0.084821,0.084821,0.083705,0.083705,0.065334,50624000
09-12-1981,0.084263,0.084821,0.084263,0.084263,0.065769,34272000
10-12-1981,0.084263,0.084821,0.084263,0.084263,0.065769,37408000
11-12-1981,0.084263,0.084821,0.083705,0.083705,0.065334,76092800
14-12-1981,0.082031,0.082031,0.080915,0.080915,0.063156,25244800
15-12-1981,0.083147,0.083705,0.083147,0.083147,0.064898,31315200
16-12-1981,0.087054,0.087612,0.087054,0.087054,0.067948,65452800
17-12-1981,0.094308,0.094866,0.094308,0.094308,0.073609,51452800
18-12-1981,0.102121,0.102679,0.102121,0.102121,0.079708,71724800
21-12-1981,0.098214,0.098214,0.097656,0.097656,0.076223,56403200
22-12-1981,0.09933,0.099888,0.09933,0.09933,0.077529,53827200
23-12-1981,0.097656,0.097656,0.097098,0.097098,0.075787,28896000
24-12-1981,0.097656,0.098214,0.097656,0.097656,0.076223,28918400
28-12-1981,0.094308,0.094308,0.093192,0.093192,0.072738,36579200
29-12-1981,0.094866,0.095982,0.094866,0.094866,0.074045,24236800
30-12-1981,0.098772,0.09933,0.098772,0.098772,0.077094,32188800
31-12-1981,0.098772,0.09933,0.098772,0.098772,0.077094,54656000
04-01-1982,0.098772,0.098772,0.098214,0.098214,0.076658,71254400
05-01-1982,0.094308,0.094308,0.093192,0.093192,0.072738,35840000
06-01-1982,0.092634,0.092634,0.092076,0.092076,0.071867,66080000
07-01-1982,0.085938,0.085938,0.084821,0.084821,0.066205,70044800
08-01-1982,0.088728,0.089286,0.088728,0.088728,0.069254,56604800
11-01-1982,0.083705,0.083705,0.083147,0.083147,0.064898,33331200
12-01-1982,0.080915,0.080915,0.080357,0.080357,0.06272,59920000
13-01-1982,0.080357,0.080357,0.079799,0.079799,0.062285,41753600
14-01-1982,0.083705,0.084263,0.083705,0.083705,0.065334,25715200
15-01-1982,0.089286,0.090402,0.089286,0.089286,0.06969,46704000
18-01-1982,0.09096,0.092076,0.09096,0.09096,0.070996,28000000
19-01-1982,0.089844,0.089844,0.088728,0.088728,0.069254,55507200
20-01-1982,0.090402,0.09096,0.090402,0.090402,0.070561,25827200
21-01-1982,0.092076,0.092634,0.092076,0.092076,0.071867,33331200
22-01-1982,0.092634,0.093192,0.092634,0.092634,0.072303,24259200
25-01-1982,0.090402,0.090402,0.089844,0.089844,0.070125,44710400
26-01-1982,0.087612,0.087612,0.086496,0.086496,0.067512,21212800
27-01-1982,0.087054,0.08817,0.087054,0.087054,0.067948,31360000
28-01-1982,0.089844,0.090402,0.089844,0.089844,0.070125,39603200
29-01-1982,0.09096,0.091518,0.09096,0.09096,0.070996,53155200
01-02-1982,0.09096,0.09096,0.089844,0.089844,0.070125,38528000
02-02-1982,0.090402,0.091518,0.090402,0.090402,0.070561,54275200
03-02-1982,0.090402,0.09096,0.090402,0.090402,0.070561,31472000
04-02-1982,0.088728,0.088728,0.08817,0.08817,0.068819,22041600
05-02-1982,0.08817,0.088728,0.08817,0.08817,0.068819,40297600
08-02-1982,0.083147,0.083147,0.082589,0.082589,0.064463,31696000
09-02-1982,0.082589,0.083147,0.082589,0.082589,0.064463,57904000
10-02-1982,0.083705,0.084263,0.083705,0.083705,0.065334,38796800
11-02-1982,0.083147,0.083147,0.082589,0.082589,0.064463,24528000
12-02-1982,0.083705,0.084263,0.083705,0.083705,0.065334,19644800
16-02-1982,0.082589,0.082589,0.082031,0.082031,0.064027,34316800
17-02-1982,0.083147,0.083705,0.083147,0.083147,0.064898,25580800
18-02-1982,0.084263,0.084821,0.084263,0.084263,0.065769,28380800
19-02-1982,0.084263,0.084263,0.083705,0.083705,0.065334,13596800
22-02-1982,0.083147,0.083147,0.082589,0.082589,0.064463,26633600
23-02-1982,0.082031,0.082031,0.081473,0.081473,0.063591,34540800
24-02-1982,0.082031,0.082589,0.082031,0.082031,0.064027,37945600
25-02-1982,0.082031,0.082031,0.081473,0.081473,0.063591,30800000
26-02-1982,0.081473,0.082031,0.081473,0.081473,0.063591,17427200
01-03-1982,0.082031,0.082589,0.082031,0.082031,0.064027,35302400
02-03-1982,0.082031,0.082589,0.082031,0.082031,0.064027,34809600
03-03-1982,0.082031,0.082589,0.082031,0.082031,0.064027,23654400
04-03-1982,0.080915,0.080915,0.080357,0.080357,0.06272,38371200
05-03-1982,0.074777,0.074777,0.074219,0.074219,0.05793,45315200
08-03-1982,0.073661,0.073661,0.073103,0.073103,0.057059,35145600
09-03-1982,0.073661,0.074219,0.073661,0.073661,0.057494,52505600
10-03-1982,0.073103,0.073103,0.072545,0.072545,0.056623,86934400
11-03-1982,0.072545,0.073661,0.072545,0.072545,0.056623,22579200
12-03-1982,0.068638,0.068638,0.06808,0.06808,0.053138,46547200
15-03-1982,0.06808,0.06808,0.067522,0.067522,0.052702,51363200
16-03-1982,0.066964,0.066964,0.066406,0.066406,0.051831,47152000
17-03-1982,0.063616,0.063616,0.063058,0.063058,0.049218,50489600
18-03-1982,0.06808,0.068638,0.06808,0.06808,0.053138,56336000
19-03-1982,0.074219,0.074777,0.074219,0.074219,0.05793,65811200
22-03-1982,0.079799,0.080357,0.079799,0.079799,0.062285,69193600
23-03-1982,0.079241,0.079241,0.078683,0.078683,0.061414,55955200
24-03-1982,0.074777,0.074777,0.074219,0.074219,0.05793,51609600
25-03-1982,0.074219,0.074219,0.073661,0.073661,0.057494,84112000
26-03-1982,0.073103,0.073103,0.072545,0.072545,0.056623,50780800
29-03-1982,0.074219,0.074777,0.074219,0.074219,0.05793,67603200
30-03-1982,0.075335,0.075893,0.075335,0.075335,0.058801,77952000
31-03-1982,0.075335,0.075893,0.075335,0.075335,0.058801,50153600
01-04-1982,0.079241,0.079799,0.079241,0.079241,0.061849,59136000
02-04-1982,0.079241,0.079799,0.079241,0.079241,0.061849,84806400
05-04-1982,0.079241,0.079799,0.079241,0.079241,0.061849,86643200
06-04-1982,0.079241,0.079241,0.078683,0.078683,0.061414,71590400
07-04-1982,0.078125,0.078125,0.077567,0.077567,0.060543,29097600
08-04-1982,0.078125,0.078683,0.078125,0.078125,0.060978,23990400
12-04-1982,0.078125,0.078683,0.077567,0.077567,0.060543,44307200
13-04-1982,0.071987,0.071987,0.071429,0.071429,0.055752,85299200
14-04-1982,0.071987,0.072545,0.071987,0.071987,0.056187,113590400
15-04-1982,0.073103,0.073661,0.073103,0.073103,0.057059,164281600
16-04-1982,0.075335,0.075893,0.075335,0.075335,0.058801,104048000
19-04-1982,0.074777,0.074777,0.073661,0.073661,0.057494,41283200
20-04-1982,0.070871,0.070871,0.070313,0.070313,0.054881,80550400
21-04-1982,0.070313,0.070313,0.069754,0.069754,0.054445,73024000
22-04-1982,0.069196,0.069196,0.068638,0.068638,0.053573,52595200
23-04-1982,0.068638,0.069196,0.068638,0.068638,0.053573,48294400
26-04-1982,0.070313,0.070871,0.070313,0.070313,0.054881,57926400
27-04-1982,0.068638,0.068638,0.06808,0.06808,0.053138,70268800
28-04-1982,0.065848,0.065848,0.06529,0.06529,0.05096,99232000
29-04-1982,0.06529,0.065848,0.06529,0.06529,0.05096,82230400
30-04-1982,0.065848,0.066406,0.065848,0.065848,0.051396,277401600
03-05-1982,0.06808,0.068638,0.06808,0.06808,0.053138,82700800
04-05-1982,0.070313,0.070871,0.070313,0.070313,0.054881,73987200
05-05-1982,0.070313,0.070313,0.069196,0.069196,0.054009,53939200
06-05-1982,0.071429,0.071987,0.071429,0.071429,0.055752,75465600
07-05-1982,0.072545,0.073103,0.072545,0.072545,0.056623,84716800
10-05-1982,0.071987,0.071987,0.071429,0.071429,0.055752,31606400
11-05-1982,0.069754,0.069754,0.069196,0.069196,0.054009,103017600
12-05-1982,0.06808,0.06808,0.067522,0.067522,0.052702,71008000
13-05-1982,0.06808,0.068638,0.06808,0.06808,0.053138,54454400
14-05-1982,0.066406,0.066406,0.06529,0.06529,0.05096,95737600
17-05-1982,0.064732,0.064732,0.064174,0.064174,0.050089,76204800
18-05-1982,0.063616,0.063616,0.063058,0.063058,0.049218,122035200
19-05-1982,0.063058,0.063058,0.0625,0.0625,0.048783,75286400
20-05-1982,0.063058,0.063616,0.063058,0.063058,0.049218,27619200
21-05-1982,0.063616,0.064174,0.063616,0.063616,0.049654,38841600
24-05-1982,0.064174,0.064732,0.064174,0.064174,0.050089,31987200
25-05-1982,0.064174,0.064732,0.064174,0.064174,0.050089,51564800
26-05-1982,0.064174,0.064174,0.063616,0.063616,0.049654,43276800
27-05-1982,0.063058,0.063058,0.0625,0.0625,0.048783,31248000
28-05-1982,0.0625,0.063058,0.0625,0.0625,0.048783,19196800
01-06-1982,0.061942,0.061942,0.061384,0.061384,0.047912,47600000
02-06-1982,0.0625,0.063058,0.0625,0.0625,0.048783,32905600
03-06-1982,0.061384,0.061384,0.060268,0.060268,0.047041,39760000
04-06-1982,0.059152,0.059152,0.058594,0.058594,0.045734,37676800
07-06-1982,0.058594,0.059152,0.058594,0.058594,0.045734,37161600
08-06-1982,0.058594,0.058594,0.058036,0.058036,0.045298,31404800
09-06-1982,0.057478,0.057478,0.05692,0.05692,0.044427,33846400
10-06-1982,0.057478,0.058036,0.057478,0.057478,0.044863,34406400
11-06-1982,0.05971,0.060268,0.05971,0.05971,0.046605,54633600
14-06-1982,0.05971,0.060268,0.05971,0.05971,0.046605,29993600
15-06-1982,0.05971,0.060268,0.05971,0.05971,0.046605,35212800
16-06-1982,0.05971,0.060268,0.05971,0.05971,0.046605,41731200
17-06-1982,0.059152,0.059152,0.058594,0.058594,0.045734,29164800
18-06-1982,0.058594,0.058594,0.057478,0.057478,0.044863,19868800
21-06-1982,0.057478,0.058036,0.057478,0.057478,0.044863,28537600
22-06-1982,0.05971,0.060826,0.05971,0.05971,0.046605,17561600
23-06-1982,0.061384,0.0625,0.061384,0.061384,0.047912,52752000
24-06-1982,0.061384,0.061942,0.061384,0.061384,0.047912,44150400
25-06-1982,0.05971,0.05971,0.059152,0.059152,0.046169,26678400
28-06-1982,0.059152,0.059152,0.058594,0.058594,0.045734,25155200
29-06-1982,0.057478,0.057478,0.05692,0.05692,0.044427,35817600
30-06-1982,0.05692,0.057478,0.05692,0.05692,0.044427,67625600
01-07-1982,0.05692,0.05692,0.056362,0.056362,0.043992,55731200
02-07-1982,0.054129,0.054129,0.053571,0.053571,0.041813,58105600
06-07-1982,0.051897,0.051897,0.051339,0.051339,0.040071,87696000
07-07-1982,0.051339,0.051897,0.051339,0.051339,0.040071,30374400
08-07-1982,0.049665,0.049665,0.049107,0.049107,0.038329,164326400
09-07-1982,0.050781,0.051339,0.050781,0.050781,0.039636,128419200
12-07-1982,0.051897,0.052455,0.051897,0.051897,0.040507,63392000
13-07-1982,0.055246,0.055804,0.055246,0.055246,0.043121,114374400
14-07-1982,0.055804,0.05692,0.055804,0.055804,0.043556,71120000
15-07-1982,0.05692,0.057478,0.05692,0.05692,0.044427,65788800
16-07-1982,0.059152,0.05971,0.059152,0.059152,0.046169,77011200
19-07-1982,0.05971,0.060268,0.05971,0.05971,0.046605,83776000
20-07-1982,0.063616,0.064174,0.063616,0.063616,0.049654,49705600
21-07-1982,0.063616,0.064174,0.063616,0.063616,0.049654,71702400
22-07-1982,0.064174,0.064732,0.064174,0.064174,0.050089,35212800
